package,vuln_count,cvss_max,has_vuln,has_high_vuln,advisory_ids
pyqt6-webengine-qt6,0,,0,0,
botbuilder-schema,0,,0,0,
firecrawl,0,,0,0,
mypy-boto3-kafkaconnect,0,,0,0,
ase,0,,0,0,
praw,0,,0,0,
gtts,0,,0,0,
mediapipe,0,,0,0,
mirakuru,0,,0,0,
opencv-contrib-python-headless,11,8.8,1,1,GHSA-3448-vrgh-85xr;GHSA-8849-5h85-98qw;GHSA-fm39-cw8h-3p63;GHSA-fw99-f933-rgh8;GHSA-hxfw-jm98-v4mq;GHSA-jggw-2q6g-c3m6;GHSA-m6vm-8g8v-xfjh;GHSA-q799-q27x-vp7w;GHSA-w2pj-9cgh-mq2c;GHSA-x3rm-644h-67m8;PYSEC-2023-182
jaydebeapi,0,,0,0,
anki-release,0,,0,0,
opentelemetry-propagator-gcp,0,,0,0,
bluetooth-auto-recovery,0,,0,0,
isal,0,,0,0,
deepmerge,0,,0,0,
nvidia-nvshmem-cu13,0,,0,0,
pydantic-yaml,0,,0,0,
pytest-instafail,0,,0,0,
mypy-boto3-elasticache,0,,0,0,
dbt-exasol,0,,0,0,
betterproto2,0,,0,0,
cxxheaderparser,0,,0,0,
jaxtyping,0,,0,0,
exa-py,0,,0,0,
grep-ast,0,,0,0,
krb5,0,,0,0,
google-cloud-orchestration-airflow,0,,0,0,
julius,0,,0,0,
log-symbols,0,,0,0,
google-cloud-pubsublite,0,,0,0,
mypy-boto3-bcm-pricing-calculator,0,,0,0,
os-service-types,0,,0,0,
mypy-boto3-bedrock-data-automation-runtime,0,,0,0,
jira,0,,0,0,
azure-ai-contentunderstanding,0,,0,0,
office-word-mcp-server,0,,0,0,
microsoft-kiota-serialization-json,0,,0,0,
robotframework-pythonlibcore,0,,0,0,
pdm-backend,0,,0,0,
azure-cosmosdb-nspkg,0,,0,0,
pyannote-metrics,0,,0,0,
flake8-builtins,0,,0,0,
vector-quantize-pytorch,0,,0,0,
submitit,0,,0,0,
openapi-python-client,4,8.0,1,1,GHSA-7wgr-7666-7pwj;GHSA-9x4c-63pf-525f;PYSEC-2020-70;PYSEC-2020-71
hijri-converter,0,,0,0,
mkdocs-section-index,0,,0,0,
google-cloud-org-policy,0,,0,0,
blockbuster,0,,0,0,
mypy-boto3-neptune-graph,0,,0,0,
od,0,,0,0,
pyhmmer,0,,0,0,
jsons,0,,0,0,
certbot-dns-cloudflare,0,,0,0,
sagemaker,8,7.8,1,1,GHSA-32g6-mg92-ghm2;GHSA-5r2p-pjr8-7fh7;GHSA-62rc-f4v9-h543;GHSA-7hh5-prp2-mfh5;GHSA-7pc3-pr3q-58vg;GHSA-rjrp-m2jw-pv9c;GHSA-rq6v-x3j8-7qgf;GHSA-wjvx-jhpj-r54r
django-scim2,0,,0,0,
typesense,0,,0,0,
e3nn,0,,0,0,
prefect-shell,0,,0,0,
types-beautifulsoup4,0,,0,0,
cucumber-tag-expressions,0,,0,0,
livekit-plugins-silero,0,,0,0,
debtcollector,0,,0,0,
trailrunner,0,,0,0,
wbdata,0,,0,0,
latex2sympy2-extended,0,,0,0,
azure-mgmt-applicationinsights,0,,0,0,
kafe2,0,,0,0,
pyexasol,0,,0,0,
mypy-boto3-sso-admin,0,,0,0,
lark-parser,0,,0,0,
jh2,0,,0,0,
mypy-boto3-kinesisanalytics,0,,0,0,
comfyui-workflow-templates-media-image,0,,0,0,
pyexcel-io,0,,0,0,
taskcluster,0,,0,0,
pgeocode,0,,0,0,
mypy-boto3-managedblockchain-query,0,,0,0,
google-cloud-trace,0,,0,0,
janaf,0,,0,0,
dvc-http,0,,0,0,
pyerfa,0,,0,0,
depyf,0,,0,0,
pyppeteer,0,,0,0,
mypy-boto3-application-signals,0,,0,0,
numpy-financial,0,,0,0,
pydeequ,0,,0,0,
pyspark-client,0,,0,0,
googleads,0,,0,0,
mypy-boto3-ecr-public,0,,0,0,
asteroid-filterbanks,0,,0,0,
treelib,0,,0,0,
mypy-boto3-migrationhubstrategy,0,,0,0,
fickling,15,8.0,1,1,GHSA-565g-hwwr-4pp3;GHSA-5cxw-w2xg-2m8h;GHSA-5hvc-6wx8-mvv4;GHSA-5hwf-rc88-82xm;GHSA-83pf-v6qq-pwmr;GHSA-h4rm-mm56-xf63;GHSA-mhc9-48gj-9gp3;GHSA-mxhj-88fx-4pcv;GHSA-p523-jq9w-64x9;GHSA-q5qq-mvfm-j35x;GHSA-r48f-3986-4f9c;GHSA-r7v6-mfhq-g3m2;GHSA-wccx-j62j-r448;GHSA-wfq2-52f7-7qvj;PYSEC-2025-113
pydrive2,2,7.8,1,1,GHSA-v5f6-hjmf-9mc5;PYSEC-2023-291
rq,0,,0,0,
viztracer,0,,0,0,
bandit,0,,0,0,
google-cloud-kms,0,,0,0,
tensorflow-probability,0,,0,0,
clickhouse-connect,0,,0,0,
gto,0,,0,0,
duckdb-engine,0,,0,0,
discord-py,0,,0,0,
grapheme,0,,0,0,
mypy-boto3-kinesis-video-archived-media,0,,0,0,
timezonefinder,0,,0,0,
pymupdf4llm,0,,0,0,
types-jsonschema,0,,0,0,
odfpy,0,,0,0,
mypy-boto3-timestream-query,0,,0,0,
django-model-utils,0,,0,0,
cmeel-assimp,0,,0,0,
mplcursors,0,,0,0,
mypy-boto3-payment-cryptography,0,,0,0,
fastexcel,0,,0,0,
mypy-boto3-sdb,0,,0,0,
scikit-base,0,,0,0,
sphinx-prompt,0,,0,0,
tokie,0,,0,0,
promise,0,,0,0,
graphframes,0,,0,0,
django-prometheus,0,,0,0,
manifold3d,0,,0,0,
kagglesdk,0,,0,0,
pylibsrtp,0,,0,0,
tableauhyperapi,0,,0,0,
mypy-boto3-odb,0,,0,0,
openhands-agent-server,0,,0,0,
mypy-boto3-codecommit,0,,0,0,
ibmcloudant,0,,0,0,
mongomock,0,,0,0,
jsf,0,,0,0,
holoviews,0,,0,0,
pretty-html-table,0,,0,0,
sagemaker-schema-inference-artifacts,0,,0,0,
bytecode,0,,0,0,
weave,1,8.8,1,1,GHSA-r49h-6qxq-624f
h5netcdf,0,,0,0,
zfit,0,,0,0,
django-treebeard,0,,0,0,
mypy-boto3-lightsail,0,,0,0,
openai-whisper,0,,0,0,
visions,0,,0,0,
