package,in_degree_centrality,out_degree_centrality,structural_metric,structural,pagerank,in_degree_centrality_norm,structural_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
pathlib-abc,0.01333032,0.00000000,katz,0.02753549,0.00029808,0.02705181,0.04835516,0.00189085,0.02444360,0.54530200,0.28487280,197
libcst,0.01107094,0.00045188,katz,0.02361856,0.00021127,0.02246676,0.04111684,0.00094627,0.02038609,0.54899400,0.28469004,198
tokenizers,0.00971532,0.00519657,katz,0.00782465,0.00021406,0.01971573,0.01193038,0.00097654,0.00949518,0.55938900,0.28444209,199
langchain-core,0.00994126,0.00610032,katz,0.00901339,0.00023411,0.02017423,0.01412712,0.00119480,0.01046597,0.55733800,0.28390198,200
setproctitle,0.01061907,0.00000000,katz,0.02333114,0.00016737,0.02154975,0.04058570,0.00046859,0.01977987,0.54688200,0.28333093,201
ptyprocess,0.00881157,0.00000000,katz,0.00908873,0.00053415,0.01788171,0.01426635,0.00445939,0.01124740,0.55535900,0.28330320,202
websocket-client,0.00858563,0.00000000,katz,0.00742914,0.00031204,0.01742320,0.01119950,0.00204264,0.00909268,0.55620000,0.28264634,203
pyopenssl,0.00835969,0.00090375,katz,0.00678747,0.00029927,0.01696470,0.01001373,0.00190369,0.00850745,0.55517500,0.28184123,204
prometheus-client,0.00926344,0.00000000,katz,0.00785069,0.00025297,0.01879872,0.01197850,0.00140000,0.00945216,0.55227600,0.28086408,205
langsmith,0.01016719,0.00474469,katz,0.00991472,0.00024149,0.02063274,0.01579275,0.00127499,0.01119564,0.54951900,0.28035732,206
uuid-utils,0.01061907,0.00000000,katz,0.01104306,0.00035692,0.02154975,0.01787787,0.00253101,0.01265710,0.54794400,0.28030055,207
watchdog,0.00971532,0.00000000,katz,0.00779604,0.00035306,0.01971573,0.01187751,0.00248902,0.01008167,0.54865200,0.27936684,208
lazy-object-proxy,0.01061907,0.00000000,katz,0.02338725,0.00017293,0.02154975,0.04068940,0.00052904,0.01984034,0.53888500,0.27936267,209
lockfile,0.01061907,0.00000000,katz,0.02552875,0.00035712,0.02154975,0.04464680,0.00253323,0.02202711,0.53339800,0.27771255,210
fastapi-cli,0.01016719,0.00497063,katz,0.02305741,0.00016166,0.02063274,0.04007986,0.00040640,0.01934869,0.53568500,0.27751685,211
bcrypt,0.00813376,0.00000000,katz,0.00703994,0.00028406,0.01650619,0.01048027,0.00173819,0.00848992,0.54437100,0.27643046,212
natsort,0.01084501,0.00000000,katz,0.02348169,0.00026222,0.02200825,0.04086392,0.00150062,0.02040468,0.53200300,0.27620384,213
tornado,0.00858563,0.00000000,katz,0.00907891,0.00049460,0.01742320,0.01424820,0.00402905,0.01095429,0.53934200,0.27514815,214
chardet,0.00790782,0.00000000,katz,0.00667437,0.00065624,0.01604768,0.00980471,0.00578786,0.00975871,0.53991300,0.27483586,215
sse-starlette,0.00745594,0.00112969,katz,0.00655343,0.00018110,0.01513067,0.00958123,0.00061793,0.00738327,0.54186100,0.27462213,216
griffelib,0.00903751,0.00000000,katz,0.00862913,0.00033189,0.01834021,0.01341703,0.00225866,0.01018448,0.53905300,0.27461874,217
apache-airflow-providers-common-sql,0.00948938,0.02869408,katz,0.02071243,0.00015874,0.01925722,0.03574644,0.00037463,0.01747541,0.52964400,0.27355971,218
typing-inspect,0.00881157,0.00045188,katz,0.00778204,0.00032031,0.01788171,0.01185164,0.00213270,0.00947158,0.53734300,0.27340729,219
python-daemon,0.01039313,0.00022594,katz,0.02320796,0.00019304,0.02109124,0.04035807,0.00074786,0.01969728,0.52386300,0.27178014,220
langchain-protocol,0.00994126,0.00022594,katz,0.00977786,0.00024070,0.02017423,0.01553983,0.00126648,0.01098909,0.53222600,0.27160754,221
grpc-google-iam-v1,0.00813376,0.00090375,katz,0.00688164,0.00027512,0.01650619,0.01018774,0.00164092,0.00834862,0.53457300,0.27146081,222
rich-argparse,0.01039313,0.00090375,katz,0.02323670,0.00019054,0.02109124,0.04041118,0.00072065,0.01970498,0.52287600,0.27129049,223
cron-descriptor,0.01016719,0.00022594,katz,0.02305741,0.00016489,0.02063274,0.04007986,0.00044156,0.01936276,0.52227900,0.27082088,224
importlib-resources,0.00813376,0.00000000,katz,0.00665485,0.00066851,0.01650619,0.00976864,0.00592134,0.00991411,0.53152500,0.27071955,225
mcp,0.00677813,0.00655219,katz,0.00569637,0.00017190,0.01375516,0.00799742,0.00051781,0.00644501,0.53486000,0.27065251,226
pynacl,0.00700407,0.00045188,katz,0.00634329,0.00029357,0.01421366,0.00919289,0.00184171,0.00750761,0.53325400,0.27038081,227
pygtrie,0.01107094,0.00000000,katz,0.02376665,0.00021777,0.02246676,0.04139050,0.00101692,0.02051014,0.51913600,0.26982307,228
msal,0.00700407,0.00225938,katz,0.00663552,0.00026630,0.01421366,0.00973293,0.00154496,0.00757793,0.52910600,0.26834196,229
aiosmtplib,0.00994126,0.00000000,katz,0.02292054,0.00016403,0.02017423,0.03982693,0.00043218,0.01915586,0.51496600,0.26706093,230
pexpect,0.00655219,0.00022594,katz,0.00622793,0.00021756,0.01329665,0.00897972,0.00101463,0.00687292,0.52693300,0.26690296,231
uuid6,0.00994126,0.00000000,katz,0.02292054,0.00016121,0.02017423,0.03982693,0.00040152,0.01914359,0.51363600,0.26638980,232
redis,0.00632625,0.00022594,katz,0.00538325,0.00042771,0.01283815,0.00741879,0.00330126,0.00712662,0.52548300,0.26630481,233
google-cloud-core,0.00655219,0.00361500,katz,0.00602362,0.00021355,0.01329665,0.00860216,0.00097101,0.00672332,0.52549900,0.26611116,234
executing,0.00700407,0.00000000,katz,0.00694653,0.00031861,0.01421366,0.01030766,0.00211414,0.00800675,0.52316700,0.26558688,235
webencodings,0.00700407,0.00000000,katz,0.00742231,0.00082131,0.01421366,0.01118688,0.00758396,0.01050241,0.52055300,0.26552770,236
apache-airflow-providers-common-compat,0.00948938,0.02869408,katz,0.02071243,0.00015874,0.01925722,0.03574644,0.00037463,0.01747541,0.51328900,0.26538221,237
apache-airflow,0.00948938,0.02869408,katz,0.02071243,0.00015874,0.01925722,0.03574644,0.00037463,0.01747541,0.51315200,0.26531371,238
parso,0.00677813,0.00000000,katz,0.00685073,0.00044090,0.01375516,0.01013062,0.00344481,0.00836243,0.52006100,0.26421172,239
antlr4-python3-runtime,0.00835969,0.00000000,katz,0.00699548,0.00039163,0.01696470,0.01039811,0.00290874,0.00904401,0.51888300,0.26396350,240
backoff,0.00677813,0.00000000,katz,0.00578397,0.00026149,0.01375516,0.00815929,0.00149262,0.00689159,0.52011500,0.26350330,241
wirerope,0.00994126,0.00022594,katz,0.02506204,0.00022772,0.02017423,0.04378433,0.00112516,0.02081814,0.50586000,0.26333907,242
cadwyn,0.00971532,0.00316313,katz,0.02278367,0.00015980,0.01971573,0.03957401,0.00038619,0.01893431,0.50701500,0.26297466,243
jedi,0.00655219,0.00022594,katz,0.00622793,0.00023832,0.01329665,0.00897972,0.00124060,0.00696330,0.51709100,0.26202715,244
toml,0.00632625,0.00000000,katz,0.00526935,0.00031699,0.01283815,0.00720830,0.00209654,0.00657106,0.51713400,0.26185253,245
asttokens,0.00655219,0.00000000,katz,0.00665911,0.00031363,0.01329665,0.00977652,0.00206001,0.00756995,0.51541100,0.26149047,246
a2wsgi,0.00971532,0.00022594,katz,0.02278367,0.00015980,0.01971573,0.03957401,0.00038619,0.01893431,0.50394500,0.26143966,247
methodtools,0.00971532,0.00045188,katz,0.02278367,0.00015980,0.01971573,0.03957401,0.00038619,0.01893431,0.50327300,0.26110366,248
docker,0.00587438,0.00112969,katz,0.00519354,0.00017553,0.01192114,0.00706821,0.00055739,0.00567711,0.51647400,0.26107556,249
apache-airflow-providers-smtp,0.00948938,0.02869408,katz,0.02071243,0.00015874,0.01925722,0.03574644,0.00037463,0.01747541,0.50446900,0.26097221,250
backports-strenum,0.01016719,0.00000000,katz,0.02519891,0.00017185,0.02063274,0.04403726,0.00051731,0.02077815,0.50114800,0.26096307,251
jaraco-functools,0.00564844,0.00022594,katz,0.00528865,0.00025241,0.01146263,0.00724397,0.00139390,0.00595861,0.51470500,0.26033180,252
jaraco-context,0.00564844,0.00022594,katz,0.00528865,0.00022600,0.01146263,0.00724397,0.00110649,0.00584364,0.51436100,0.26010232,253
google-crc32c,0.00587438,0.00000000,katz,0.00587445,0.00035781,0.01192114,0.00832650,0.00254065,0.00691082,0.51317900,0.26004491,254
greenback,0.00971532,0.00090375,katz,0.02278367,0.00015980,0.01971573,0.03957401,0.00038619,0.01893431,0.49968000,0.25930716,255
dataclasses-json,0.00700407,0.00112969,katz,0.00620361,0.00018448,0.01421366,0.00893478,0.00065472,0.00694248,0.51145500,0.25919874,256
pyzmq,0.00655219,0.00000000,katz,0.00721102,0.00021293,0.01329665,0.01079642,0.00096425,0.00748861,0.51053300,0.25901081,257
jeepney,0.00542250,0.00000000,katz,0.00545605,0.00024385,0.01100413,0.00755332,0.00130068,0.00591497,0.51171500,0.25881498,258
python-json-logger,0.00632625,0.00000000,katz,0.00621719,0.00017103,0.01283815,0.00895988,0.00050839,0.00654885,0.50965900,0.25810392,259
toolz,0.00700407,0.00000000,katz,0.00667152,0.00085665,0.01421366,0.00979944,0.00796845,0.01017060,0.50465300,0.25741180,260
apache-airflow-providers-common-io,0.00948938,0.02869408,katz,0.02071243,0.00015874,0.01925722,0.03574644,0.00037463,0.01747541,0.49674600,0.25711071,261
mpmath,0.00587438,0.00000000,katz,0.00543934,0.00077322,0.01192114,0.00752243,0.00706073,0.00843743,0.50578300,0.25711021,262
fastjsonschema,0.00587438,0.00000000,katz,0.00660716,0.00020467,0.01192114,0.00968051,0.00087437,0.00671821,0.50659300,0.25665561,263
svcs,0.00971532,0.00022594,katz,0.02278367,0.00015980,0.01971573,0.03957401,0.00038619,0.01893431,0.49347000,0.25620216,264
lark,0.00610032,0.00000000,katz,0.00603727,0.00055341,0.01237964,0.00862737,0.00466903,0.00798210,0.50385600,0.25591905,265
apache-airflow-core,0.00948938,0.02779033,katz,0.02071243,0.00015870,0.01925722,0.03574644,0.00037426,0.01747526,0.49422700,0.25585113,266
jupyter-core,0.00632625,0.00045188,katz,0.00748444,0.00023340,0.01283815,0.01130168,0.00118702,0.00763994,0.50346000,0.25554997,267
pure-eval,0.00587438,0.00000000,katz,0.00624851,0.00025267,0.01192114,0.00901775,0.00139674,0.00669519,0.50421000,0.25545260,268
narwhals,0.00610032,0.00000000,katz,0.00550353,0.00038363,0.01237964,0.00764105,0.00282167,0.00689795,0.50398600,0.25544197,269
paramiko,0.00564844,0.00158156,katz,0.00509349,0.00022575,0.01146263,0.00688332,0.00110379,0.00571634,0.50422000,0.25496817,270
jaraco-classes,0.00497063,0.00022594,katz,0.00483562,0.00020281,0.01008712,0.00640679,0.00085414,0.00510581,0.50402600,0.25456591,271
sympy,0.00542250,0.00022594,katz,0.00482043,0.00041081,0.01100413,0.00637872,0.00311743,0.00623056,0.50278900,0.25450978,272
secretstorage,0.00497063,0.00112969,katz,0.00483562,0.00017831,0.01008712,0.00640679,0.00058763,0.00499921,0.50371700,0.25435810,273
msal-extensions,0.00564844,0.00248531,katz,0.00537160,0.00021637,0.01146263,0.00739726,0.00100171,0.00585538,0.50232100,0.25408819,274
matplotlib-inline,0.00564844,0.00022594,katz,0.00568047,0.00019689,0.01146263,0.00796803,0.00078975,0.00597037,0.50206000,0.25401518,275
ipython,0.00542250,0.00384094,katz,0.00516406,0.00018751,0.01100413,0.00701373,0.00068773,0.00548093,0.50157900,0.25352997,276
pip,0.00384094,0.00000000,katz,0.00379393,0.00041243,0.00779459,0.00448179,0.00313497,0.00477126,0.50221900,0.25349513,277
stack-data,0.00564844,0.00067781,katz,0.00568047,0.00019689,0.01146263,0.00796803,0.00078975,0.00597037,0.50052500,0.25324768,278
apache-airflow-task-sdk,0.00948938,0.02869408,katz,0.02071243,0.00015874,0.01925722,0.03574644,0.00037463,0.01747541,0.48783300,0.25265421,279
nltk,0.00632625,0.00090375,katz,0.00563836,0.00020854,0.01283815,0.00789021,0.00091647,0.00633770,0.49790400,0.25212085,280
backports-tarfile,0.00587438,0.00000000,katz,0.00581751,0.00041810,0.01192114,0.00822129,0.00319671,0.00713642,0.49582100,0.25147871,281
opentelemetry-semantic-conventions-ai,0.00813376,0.00135563,katz,0.00676256,0.00046082,0.01650619,0.00996769,0.00366153,0.00907985,0.49356900,0.25132443,282
azure-identity,0.00474469,0.00293719,katz,0.00449756,0.00019750,0.00962861,0.00578207,0.00079635,0.00474942,0.49745500,0.25110221,283
eval-type-backport,0.00723000,0.00000000,katz,0.00663072,0.00021936,0.01467217,0.00972405,0.00103422,0.00748515,0.49460900,0.25104707,284
apache-airflow-providers-standard,0.00948938,0.02869408,katz,0.02071243,0.00015874,0.01925722,0.03574644,0.00037463,0.01747541,0.48447200,0.25097371,285
keyring,0.00451875,0.00293719,katz,0.00427160,0.00016557,0.00917011,0.00536450,0.00044893,0.00434967,0.49630100,0.25032534,286
rfc3339-validator,0.00587438,0.00022594,katz,0.00593539,0.00017877,0.01192114,0.00843911,0.00059256,0.00617100,0.49432500,0.25024800,287
sphinx,0.00564844,0.00474469,katz,0.00481769,0.00023557,0.01146263,0.00637366,0.00121065,0.00558070,0.49307100,0.24932585,288
ml-dtypes,0.00655219,0.00022594,katz,0.00595847,0.00046670,0.01329665,0.00848177,0.00372551,0.00778299,0.49006800,0.24892549,289
databricks-sdk,0.00519657,0.00000000,katz,0.00540765,0.00018889,0.01054562,0.00746387,0.00070276,0.00552986,0.49213700,0.24883343,290
asn1crypto,0.00451875,0.00000000,katz,0.00443474,0.00075216,0.00917011,0.00566598,0.00683155,0.00700824,0.48924800,0.24812812,291
graphql-core,0.00564844,0.00022594,katz,0.00555181,0.00038964,0.01146263,0.00773028,0.00288699,0.00672605,0.48931200,0.24801903,292
wsproto,0.00564844,0.00022594,katz,0.00528359,0.00039822,0.01146263,0.00723461,0.00298044,0.00658995,0.48911800,0.24785397,293
pycryptodome,0.00519657,0.00000000,katz,0.00477266,0.00056811,0.01054562,0.00629045,0.00482892,0.00676963,0.48841000,0.24758982,294
beartype,0.00542250,0.00000000,katz,0.00521625,0.00031190,0.01100413,0.00711017,0.00204120,0.00605607,0.48907800,0.24756704,295
snowballstemmer,0.00655219,0.00000000,katz,0.00572375,0.00038445,0.01329665,0.00804801,0.00283052,0.00727317,0.48770400,0.24748859,296
google-resumable-media,0.00451875,0.00022594,katz,0.00468096,0.00017559,0.00917011,0.00612099,0.00055795,0.00465805,0.48938900,0.24702353,297
wheel,0.00361500,0.00022594,katz,0.00362833,0.00031858,0.00733608,0.00417576,0.00211388,0.00414109,0.48866500,0.24640304,298
ipython-pygments-lexers,0.00542250,0.00022594,katz,0.00554360,0.00019563,0.01100413,0.00771511,0.00077606,0.00576174,0.48697100,0.24636637,299
safetensors,0.00542250,0.00000000,katz,0.00502847,0.00020855,0.01100413,0.00676316,0.00091662,0.00548478,0.48666700,0.24607589,300
arrow,0.00474469,0.00067781,katz,0.00531644,0.00023671,0.00962861,0.00729531,0.00122304,0.00544973,0.48271800,0.24408386,301
invoke,0.00429282,0.00000000,katz,0.00460372,0.00023598,0.00871160,0.00597824,0.00121504,0.00475630,0.48191300,0.24333465,302
jupyter-client,0.00497063,0.00158156,katz,0.00579649,0.00017791,0.01008712,0.00818243,0.00058327,0.00561894,0.47985300,0.24273597,303
uritemplate,0.00429282,0.00000000,katz,0.00420877,0.00021121,0.00871160,0.00524840,0.00094557,0.00439307,0.48017000,0.24228153,304
imagesize,0.00610032,0.00000000,katz,0.00543633,0.00024696,0.01237964,0.00751687,0.00133457,0.00625964,0.47809200,0.24217582,305
tinycss2,0.00474469,0.00022594,katz,0.00520438,0.00025627,0.00962861,0.00708825,0.00143590,0.00546240,0.47827400,0.24186820,306
deprecation,0.00497063,0.00022594,katz,0.00464320,0.00022008,0.01008712,0.00605121,0.00104210,0.00505654,0.47843200,0.24174427,307
nbformat,0.00497063,0.00225938,katz,0.00560835,0.00018256,0.01008712,0.00783476,0.00063382,0.00551747,0.47791900,0.24171824,308
filetype,0.00564844,0.00000000,katz,0.00553155,0.00023236,0.01146263,0.00769283,0.00117567,0.00602842,0.47695100,0.24148971,309
prettytable,0.00519657,0.00022594,katz,0.00495876,0.00031385,0.01054562,0.00663435,0.00206237,0.00578337,0.47706200,0.24142269,310
brotli,0.00474469,0.00000000,katz,0.00439902,0.00027461,0.00962861,0.00559997,0.00163543,0.00502131,0.47726200,0.24114166,311
absl-py,0.00519657,0.00000000,katz,0.00481222,0.00047367,0.01054562,0.00636354,0.00380139,0.00638420,0.47533900,0.24086160,312
deepdiff,0.00474469,0.00045188,katz,0.00502547,0.00016072,0.00962861,0.00675762,0.00039618,0.00493079,0.47557100,0.24025090,313
sphinxcontrib-serializinghtml,0.00587438,0.00000000,katz,0.00529946,0.00024511,0.01192114,0.00726395,0.00131440,0.00604842,0.47419600,0.24012221,314
typeguard,0.00474469,0.00067781,katz,0.00454711,0.00035141,0.00962861,0.00587363,0.00247104,0.00545134,0.47460800,0.24002967,315
alabaster,0.00587438,0.00000000,katz,0.00529946,0.00024511,0.01192114,0.00726395,0.00131440,0.00604842,0.47322400,0.23963621,316
sphinxcontrib-qthelp,0.00587438,0.00000000,katz,0.00529946,0.00024511,0.01192114,0.00726395,0.00131440,0.00604842,0.47201800,0.23903321,317
sphinxcontrib-htmlhelp,0.00587438,0.00000000,katz,0.00529946,0.00024511,0.01192114,0.00726395,0.00131440,0.00604842,0.47198400,0.23901621,318
sphinxcontrib-applehelp,0.00587438,0.00000000,katz,0.00529946,0.00024511,0.01192114,0.00726395,0.00131440,0.00604842,0.47194000,0.23899421,319
sphinxcontrib-devhelp,0.00587438,0.00000000,katz,0.00529946,0.00024511,0.01192114,0.00726395,0.00131440,0.00604842,0.47192300,0.23898571,320
sphinxcontrib-jsmath,0.00587438,0.00000000,katz,0.00529946,0.00024511,0.01192114,0.00726395,0.00131440,0.00604842,0.47146900,0.23875871,321
llvmlite,0.00474469,0.00000000,katz,0.00462348,0.00048016,0.00962861,0.00601476,0.00387199,0.00606111,0.47125600,0.23865856,322
semver,0.00451875,0.00000000,katz,0.00417579,0.00024884,0.00917011,0.00518745,0.00135505,0.00465015,0.47138200,0.23801608,323
orderly-set,0.00474469,0.00000000,katz,0.00511234,0.00022479,0.00962861,0.00691815,0.00109336,0.00526585,0.47071700,0.23799143,324
mashumaro,0.00519657,0.00022594,katz,0.00535819,0.00020748,0.01054562,0.00737248,0.00090501,0.00557878,0.46983500,0.23770689,325
pyproject-hooks,0.00384094,0.00000000,katz,0.00404759,0.00022550,0.00779459,0.00495055,0.00110105,0.00412176,0.47021500,0.23716838,326
mmh3,0.00451875,0.00000000,katz,0.00437575,0.00016417,0.00917011,0.00555697,0.00043375,0.00441097,0.46973500,0.23707298,327
griffe,0.00542250,0.00067781,katz,0.00535225,0.00016599,0.01100413,0.00736150,0.00045353,0.00550897,0.46668800,0.23609848,328
numba,0.00451875,0.00045188,katz,0.00420316,0.00033695,0.00917011,0.00523803,0.00231376,0.00505134,0.46705600,0.23605367,329
zope-interface,0.00451875,0.00000000,katz,0.00445296,0.00044414,0.00917011,0.00569964,0.00348001,0.00567941,0.46607500,0.23587720,330
google-cloud-storage,0.00338906,0.00429282,katz,0.00353115,0.00015488,0.00687758,0.00399618,0.00033266,0.00325112,0.46723900,0.23524506,331
bleach,0.00429282,0.00022594,katz,0.00490328,0.00016587,0.00871160,0.00653182,0.00045219,0.00464491,0.46381600,0.23423046,332
joserfc,0.00384094,0.00090375,katz,0.00408149,0.00018369,0.00779459,0.00501319,0.00064610,0.00396170,0.46345800,0.23370985,333
argon2-cffi-bindings,0.00429282,0.00045188,katz,0.00494571,0.00022074,0.00871160,0.00661022,0.00104932,0.00491121,0.46241200,0.23366160,334
cattrs,0.00406688,0.00067781,katz,0.00413514,0.00029580,0.00825309,0.00511233,0.00186598,0.00459898,0.46223800,0.23341849,335
ormsgpack,0.00451875,0.00000000,katz,0.00513223,0.00017488,0.00917011,0.00695491,0.00055030,0.00494686,0.46120900,0.23307793,336
transformers,0.00361500,0.00610032,katz,0.00361327,0.00016186,0.00733608,0.00414794,0.00040858,0.00344923,0.46260900,0.23302912,337
humanfriendly,0.00451875,0.00000000,katz,0.00458256,0.00031033,0.00917011,0.00593914,0.00202408,0.00518086,0.46076800,0.23297443,338
roman-numerals,0.00610032,0.00000000,katz,0.00543633,0.00035077,0.01237964,0.00751687,0.00246406,0.00671144,0.45892000,0.23281572,339
parsedatetime,0.00497063,0.00000000,katz,0.00545397,0.00018761,0.01008712,0.00754947,0.00068875,0.00543960,0.45959100,0.23251530,340
cyclopts,0.00384094,0.00000000,katz,0.00384731,0.00014565,0.00779459,0.00458043,0.00023228,0.00364471,0.46064200,0.23214336,341
humanize,0.00429282,0.00000000,katz,0.00413610,0.00023575,0.00871160,0.00511410,0.00121261,0.00445288,0.45926900,0.23186094,342
authlib,0.00361500,0.00112969,katz,0.00371044,0.00015700,0.00733608,0.00432751,0.00035569,0.00349093,0.46020300,0.23184696,343
virtualenv,0.00271125,0.00112969,katz,0.00307949,0.00017921,0.00550206,0.00316154,0.00059733,0.00272099,0.46026100,0.23149099,344
